,img_path,label,writer_id
0,./../ChiSig/贾妙竹-108-1.jpg,108,0
1,./../ChiSig/贾妙竹-90-5.jpg,90,0
2,./../ChiSig/贾妙竹-98-1.jpg,98,0
3,./../ChiSig/贾妙竹-108-5.jpg,108,0
4,./../ChiSig/贾妙竹-108-4.jpg,108,0
5,./../ChiSig/贾妙竹-8-3.jpg,8,0
6,./../ChiSig/贾妙竹-90-2.jpg,90,0
7,./../ChiSig/贾妙竹-98-5.jpg,98,0
8,./../ChiSig/贾妙竹-8-5.jpg,8,0
9,./../ChiSig/贾妙竹-90-1.jpg,90,0
10,./../ChiSig/贾妙竹-98-4.jpg,98,0
11,./../ChiSig/贾妙竹-98-2.jpg,98,0
12,./../ChiSig/贾妙竹-90-4.jpg,90,0
13,./../ChiSig/贾妙竹-8-2.jpg,8,0
14,./../ChiSig/贾妙竹-8-1.jpg,8,0
15,./../ChiSig/贾妙竹-108-3.jpg,108,0
16,./../ChiSig/贾妙竹-108-2.jpg,108,0
17,./../ChiSig/贾妙竹-98-3.jpg,98,0
18,./../ChiSig/贾妙竹-90-3.jpg,90,0
19,./../ChiSig/贾妙竹-8-4.jpg,8,0
20,./../ChiSig/崔浦泽-23-1.jpg,23,1
21,./../ChiSig/崔浦泽-64-3.jpg,64,1
22,./../ChiSig/崔浦泽-23-3.jpg,23,1
23,./../ChiSig/崔浦泽-39-4.jpg,39,1
24,./../ChiSig/崔浦泽-7-1.jpg,7,1
25,./../ChiSig/崔浦泽-23-2.jpg,23,1
26,./../ChiSig/崔浦泽-7-5.jpg,7,1
27,./../ChiSig/崔浦泽-39-1.jpg,39,1
28,./../ChiSig/崔浦泽-7-4.jpg,7,1
29,./../ChiSig/崔浦泽-64-5.jpg,64,1
30,./../ChiSig/崔浦泽-39-3.jpg,39,1
31,./../ChiSig/崔浦泽-64-1.jpg,64,1
32,./../ChiSig/崔浦泽-23-5.jpg,23,1
33,./../ChiSig/崔浦泽-23-4.jpg,23,1
34,./../ChiSig/崔浦泽-64-4.jpg,64,1
35,./../ChiSig/崔浦泽-107-1.jpg,107,1
36,./../ChiSig/崔浦泽-7-2.jpg,7,1
37,./../ChiSig/崔浦泽-39-2.jpg,39,1
38,./../ChiSig/崔浦泽-107-2.jpg,107,1
39,./../ChiSig/崔浦泽-107-5.jpg,107,1
40,./../ChiSig/崔浦泽-7-3.jpg,7,1
41,./../ChiSig/崔浦泽-107-4.jpg,107,1
42,./../ChiSig/崔浦泽-107-3.jpg,107,1
43,./../ChiSig/崔浦泽-64-2.jpg,64,1
44,./../ChiSig/周君-96-4.jpg,96,2
45,./../ChiSig/周君-96-5.jpg,96,2
46,./../ChiSig/周君-58-4.jpg,58,2
47,./../ChiSig/周君-98-3.jpg,98,2
48,./../ChiSig/周君-26-1.jpg,26,2
49,./../ChiSig/周君-26-2.jpg,26,2
50,./../ChiSig/周君-98-4.jpg,98,2
51,./../ChiSig/周君-98-1.jpg,98,2
52,./../ChiSig/周君-96-1.jpg,96,2
53,./../ChiSig/周君-26-5.jpg,26,2
54,./../ChiSig/周君-58-1.jpg,58,2
55,./../ChiSig/周君-58-2.jpg,58,2
56,./../ChiSig/周君-58-5.jpg,58,2
57,./../ChiSig/周君-26-4.jpg,26,2
58,./../ChiSig/周君-96-3.jpg,96,2
59,./../ChiSig/周君-58-3.jpg,58,2
